[
283.63274	834.66054
226.32307000000003	802.23878
206.21906000000004	789.49431
143.61835000000005	754.31055
126.12256000000005	744.0389700000001
86.87169600000004	716.70459
47.96040600000004	651.15961
37.374076000000045	615.46909
28.164856000000043	585.08005
19.462056000000043	569.08005
-3.631003999999958	511.56889
-2.9383739999999583	505.46909
23.846806000000043	568.4535
33.025226000000046	588.51202
41.920166000000044	617.46909
51.24955600000004	648.6401400000001
126.51786000000004	739.8548800000001
150.72542000000004	754.5040400000001
205.18770000000004	784.9183600000001
229.18770000000004	799.4058600000001
322.98095	836.1257
415.36791	800.64346
441.1493	784.88654
498.32716999999997	752.62893
517.66338	741.0047999999999
573.2125	695.4690899999999
597.48893	638.27356
604.00501	617.4227
613.45858	587.66694
623.81112	566.3336099999999
646.3457599999999	521.4690899999999
645.7693399999999	462.42404999999997
599.8862499999999	392.59515999999996
586.4563899999999	362.80242
521.8199099999999	255.08751999999998
513.8199099999999	248.37142999999998
521.2914599999999	244.19696999999996
538.15559	231.08570999999998
545.50943	224.18788999999998
565.2967799999999	209.19932999999997
568.1555899999998	201.99938999999998
574.8448299999999	195.71096999999997
590.0326599999999	174.60399999999998
596.2471899999998	163.21527999999998
604.1555899999998	144.25558999999998
606.6989599999998	135.58066
614.2009199999999	113.97331
616.7457499999999	102.38656999999999
617.32094	81.13979099999999
616.16942	70.92876799999999
595.3880099999999	42.831689999999995
585.3880099999999	39.287960999999996
559.8418999999999	30.144273999999996
547.16217	27.852998999999997
530.85593	22.802405999999998
518.85381	19.948234999999997
494.36000999999993	17.397112999999997
481.8806799999999	16.485633999999997
476.2724399999999	13.948727999999997
495.7732899999999	13.710509999999998
519.7910899999999	16.137347999999996
531.4783399999999	18.802405999999998
548.8222599999999	24.075989999999997
562.8222599999999	27.086032999999997
586.8222599999999	35.452473999999995
597.8582299999999	39.207634999999996
617.8828299999999	48.316759999999995
620.2737899999998	69.802098
621.4337499999998	80.750998
620.7013499999998	102.80241
617.9709099999998	114.51236
611.2956599999998	135.84097
607.3352299999998	147.55321
598.2693499999998	166.73064
593.4889299999998	175.11708
590.9346499999998	183.91546
573.6813099999998	201.36612
570.8222599999998	204.90243999999998
561.0177899999998	220.74366999999998
550.2986199999998	226.29327999999998
542.3140099999998	232.62894999999997
525.1941399999998	246.83652999999998
519.2007299999998	248.60617
528.6781699999998	254.80441
576.1918599999998	306.13575
589.6507299999998	358.13575
602.1555899999998	389.46369999999996
642.3657399999998	441.78005999999993
650.8103399999999	493.66153999999995
646.3455799999999	532.3849899999999
